identifier,title,description,source,startDate,endDate,locality,Submission Deadline,Notification Due,Final Version Due,Categories,Call For Papers,Related Resources
b'http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=163423',b'AJCAI  2022',b'Australasian Joint Conference on Artificial Intelligence 2022',b'https://ajcai2022.org/',b'2022-12-05T00:00:00',b'2022-12-08T23:59:59',"b'Perth, Western Australia'","b'Jul 15, 2022'",,,b'AI' b'artificial intelligence' b'computer science' b'machine learning' ,"b'\nThe 35th Australasian Joint Conference on Artificial Intelligence (AJCAI) will be held on 5-8 December 2022 in hybrid mode in Perth. AJCAI is the flagship conference for the Australasian AI community. It is also an annual event to advance communication between academic researchers and industry AI practitioners.\r We encourage cutting-edge work contributing to the theory and practice of AI. Novel application domains including cybersecurity, healthcare, IoT, robotics, social media and big data real-world applications are highly welcome.\r The conference topics are, but not limited to, the following.\r Topics\r - Agent-based, multiagent systems and game theory\r- Optimisation, constraint satisfaction, and search\r- Evolutionary computation and learning\r- Fuzzy and uncertainty of AI systems\r- Knowledge acquisition, ontologies, and representation\r- Planning, scheduling, combinatorial optimisation, and reinforcement learning\r- Cognitive modelling and computer-human interaction\r- Reasoning for AI systems and deep learning\r- Machine learning and deep learning related emerging topics\r- Multidisciplinary AI, and other emerging AI-related topics\r- AI applications and innovation, e.g., healthcare, education, entertainment, smart city, IoT, and blockchain\r- Computer vision and image processing\r- Natural language processing, text mining, and information retrieval\r- Data mining and knowledge discovery, web/social media mining, graph neural networks, and recommendation system\r- Robotics, human-robot Interaction, social robotics\r- Data-driven AI: big data, representation, analytics, and visualisation\r- AI infrastructure: cloud, networking, data warehouse, IoT, AutoML, and hardware\r- Ethical, legal, explainable, trustable, and accountable AI\r- Software engineering for AI, and AI project management\r- Privacy-preserving AI and federated learning\n\t'","b'<div align=""left"" class=""cfp"">\n<table align=""center"" cellpadding=""0"" cellspacing=""0px"" width=""100%"">\n<tr valign=""top"">\n<td>\n<table align=""center"" cellpadding=""4"" cellspacing=""3"" width=""100%"">\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=146828"">NLPTA 2022</a>\xc2\xa0\xc2\xa0\n3rd International Conference on NLP Techniques and Applications\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=155978"">IEEE ICA 2022</a>\xc2\xa0\xc2\xa0\nThe 6th IEEE International Conference on Agents\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=137130"">MLDM 2023</a>\xc2\xa0\xc2\xa0\n18th International Conference on Machine Learning and Data Mining\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=164468"">AI-DH 2022</a>\xc2\xa0\xc2\xa0\nMDPI Big Data and Cognitive Computing - Special Issue on Artificial Intelligence in Digital Humanities\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=153664"">AIAA 2022</a>\xc2\xa0\xc2\xa0\n12th International Conference on Artificial Intelligence, Soft Computing and Applications\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=166046"">FLAIRS-36</a>\xc2\xa0\xc2\xa0\n36th International Florida Artificial Intelligence Research Society Conference\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=152256"">IJCNN 2023</a>\xc2\xa0\xc2\xa0\nInternational Joint Conference on Neural Networks\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=149593"">MDPI-SI on DT &amp; FIE in Ed--Scopus,JCI 2023</a>\xc2\xa0\xc2\xa0\nMDPI Education Sciences Journal - Special Issue on Digital Twins and Future Intelligent Educational Environments\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=166197"">MIIP 2023</a>\xc2\xa0\xc2\xa0\nMedical Imaging &amp; Image Processing III\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=156556"">IEEE--ISCMI 2022</a>\xc2\xa0\xc2\xa0\nIEEE--2022 9th Intl. Conference on Soft Computing &amp; Machine Intelligence (ISCMI 2022)--SCIE\n</td></tr>\n</table>\n</td>\n</tr>\n</table>\n</div>'"
b'http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=163424',b'EBGC 2022',b'Exploring Boundaries of Global Citizenship',b'https://www.gcedr.com/',b'2022-07-29T00:00:00',b'2022-07-30T23:59:59',b'Hanoi',"b'Jun 13, 2022'","b'Jun 27, 2022'","b'Jul 4, 2022'",b'education' b'21 century competancies' b'global citizenship' b'multidisciplinary' ,"b'\nSwinburne Vietnam, a partnership between FPT University and Swinburne University of Technology, will hold the first international conference on global citizenship education and higher education, focussed on the role of universities in \xe2\x80\x9creadying\xe2\x80\x9d students to meet the challenges and demands of an ever changing world where they will need skills that go beyond subject specific knowledge and skills. The conference organising committee invites you to join us at Swinburne-Vietnam to explore the boundaries of global citizenship education and how global citizenship education may be redefined. \r The conference theme explores concepts of redefining how 21st Century competencies and global citizenship education (GCED) can prepare students for their role as active and engaged citizens, through practical and authentic real world educational opportunities. The recent pandemic has challenged currently held views about what is \xe2\x80\x9cnormal\xe2\x80\x9d and what a global citizen is, along with the knowledge, skills and values that are necessary for students to play a participatory role in today\xe2\x80\x99s society. \r How might transferable skills, 21st Century competencies, and global citizenship education prepare students for their role as active and engaged citizens, through practical and authentic real world educational opportunities.\r Sub-themes include, but are not limited to;\r    Creativity\r    Critical thinking and problem solving\r    Leadership\r    The role of digital technologies\r    Digital fluency\r    Beyond 21st century competencies\r    Intercultural understanding\r    Diversity and tolerance\r    Inclusiveness\r    Communication\r    Problem solving\r    Team work, coaching and mentoring\r    Resilience and adaptability\r    Questioning and reasoning\r    Applied learning\r    International diplomacy\r We look forward to receiving your abstract and seeing you at the conference. Attendance is limited, but free to attend for all accepted abstracts. \n\t'","b'<div align=""left"" class=""cfp"">\n<table align=""center"" cellpadding=""0"" cellspacing=""0px"" width=""100%"">\n<tr valign=""top"">\n<td>\n<table align=""center"" cellpadding=""4"" cellspacing=""3"" width=""100%"">\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=153663"">DigitalTwinsXR 2022</a>\xc2\xa0\xc2\xa0\nExploring Synergies between the Digital Twin Paradigm and eXtended Reality (Frontiers in Virtual Reality - Research Topic)\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=154147"">CGDEIJ 2022</a>\xc2\xa0\xc2\xa0\nComputer Game Development and Education: An International Journal\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=164451"">GWC 2023</a>\xc2\xa0\xc2\xa0\nFirst Call for Papers Global WordNet Conference 2023\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=149593"">MDPI-SI on DT &amp; FIE in Ed--Scopus,JCI 2023</a>\xc2\xa0\xc2\xa0\nMDPI Education Sciences Journal - Special Issue on Digital Twins and Future Intelligent Educational Environments\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=158147"">Globecom 2022</a>\xc2\xa0\xc2\xa0\nIEEE Global Communications Conference Selected Areas in Communication Symposium: Social Networks Track\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=157600"">ICETC 2022</a>\xc2\xa0\xc2\xa0\nACM--2022 14th International Conference on Education Technology and Computers (ICETC 2022)\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=165018"">HESTIA 2023</a>\xc2\xa0\xc2\xa0\nHESTIA 2023: Global Governance and Human Security\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=156902"">AITIJ 2022</a>\xc2\xa0\xc2\xa0\nAdvances in Interconnect Technologies: An International Journal\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=166883"">GSC 2023</a>\xc2\xa0\xc2\xa0\nGlobal Strategy Conference 2023\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=153330"">IJITCA 2022</a>\xc2\xa0\xc2\xa0\nInternational Journal of Information Technology, Control and Automation\n</td></tr>\n</table>\n</td>\n</tr>\n</table>\n</div>'"
b'http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=163425',b'DAIBC -  2022',b'THE FIRST INTERNATIONAL WORKSHOP ON DECENTRALIZED AI USING BLOCKCHAIN ',b'http://intelligenttech.org/BCCA2022/Workshops/DAIBC2022/',b'2022-09-05T00:00:00',b'2022-09-07T23:59:59',"b'SAN ANTONIO, TEXAS, USA'","b'Jun 25, 2022'","b'Aug 1, 2022'","b'Aug 15, 2022'",b'blockchain' b'decentralized ai' b'computer science' b'machine learning' ,"b'\nThe topics that are garnering much attention these times are Artificial intelligence and Blockchain. Blockchain is recently taking the shape of becoming a tool for security, validation and credibility purposes rather than just being used for mining cryptocurrency. Few of the primary use cases of blockchain outside of crypto currency are Health, Insurance, Supply chain management etc. On the other hand, Artificial Intelligence has been seen making steady progress into our lives with many topics like machine learning, facial recognition, navigation, search algorithms, social media, just to name a few. As the blockchain keeps a non-destroyable record of the transactions onto the decentralized network, artificial intelligence could be developed to learn the transactions in the blockchain and detect the consequences in the future, rather than use/create artificial intelligence on centralized servers with the help of machine learning. To summarize, the intention of the workshop will be to prove that a Blockchain-based decentralized decision making and learning processes are expected to improve the accuracy and efficacy of the results than the ones based on conventional centralized decision making and learning processes.\r The workshop welcomes original research, related idea, and innovative solutions and focus on either fundamental methodological studies or use cases and application demonstrations. Authors are invited to submit original research contributions that fall into or are related topic areas listed below:\r Blockchain-enabled artificial intelligence frameworks\rAI and blockchain in Health industry\rDecentralized AI\rGreen blockchain using AI\rMachine learning using Blockchain\rBlockchain enabled robotics\rDecentralized Machine learning\rBlockchain based AI tools and simulations\rInfrastructures built with AI on blockchain\rDeep Learning using Blockchain\n\t'","b'<div align=""left"" class=""cfp"">\n<table align=""center"" cellpadding=""0"" cellspacing=""0px"" width=""100%"">\n<tr valign=""top"">\n<td>\n<table align=""center"" cellpadding=""4"" cellspacing=""3"" width=""100%"">\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=137130"">MLDM 2023</a>\xc2\xa0\xc2\xa0\n18th International Conference on Machine Learning and Data Mining\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=162979"">FRUCT 9-11 Nov 2022</a>\xc2\xa0\xc2\xa0\nSpecial Session: Circuit, system design and optimization using ML/AI technologies in the era of IOT\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=146828"">NLPTA 2022</a>\xc2\xa0\xc2\xa0\n3rd International Conference on NLP Techniques and Applications\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=164548"">DICG 2022</a>\xc2\xa0\xc2\xa0\n3rd International Workshop on Distributed Infrastructure for Common Good\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=152256"">IJCNN 2023</a>\xc2\xa0\xc2\xa0\nInternational Joint Conference on Neural Networks\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=154464"">CFP: Decentralized Finance (DeFi) 2022</a>\xc2\xa0\xc2\xa0\nCall for Papers: Special Issue on Decentralized Finance\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=153664"">AIAA 2022</a>\xc2\xa0\xc2\xa0\n12th International Conference on Artificial Intelligence, Soft Computing and Applications\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=164468"">AI-DH 2022</a>\xc2\xa0\xc2\xa0\nMDPI Big Data and Cognitive Computing - Special Issue on Artificial Intelligence in Digital Humanities\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=166565"">IUI 2023</a>\xc2\xa0\xc2\xa0\nIntelligent User Interfaces\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=149128"">IJCSA 2022</a>\xc2\xa0\xc2\xa0\nInternational Journal on Computational Science &amp; Applications\n</td></tr>\n</table>\n</td>\n</tr>\n</table>\n</div>'"
b'http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=163426',b'RSICCI 2023',b'CFP for Regional Special Issue: Climate Change in Italy',b'https://www.mdpi.com/journal/climate/special_issues/climate_change_Italy',,,,"b'Apr 15, 2023'",,,,"b'\nDear Colleagues,\r As a region that is more sensitive to climate change, the Mediterranean is warming faster than the global average. The Italian peninsula, together with the whole Central Mediterranean area, have been impacted significantly over the last few decades. Extreme weather events have caused serious damage, while climate processes have impacted health and ecosystems, creating new risks determined not only by weather events but also by changing exposures and vulnerabilities. Several coastal zones face disasters, including flooding and erosion, and the salinization of river deltas and aquifers that sustain food security and livelihoods. Indeed, the Italian mountains continue to become warmer and drier. Again, for the Central Mediterranean, several models foresee further warming, droughts, and long-lasting modifications. What will the physical geographical consequences be based on current trends and forecasting?\r This Special Issue aims to invite scholars to submit research on the physical impacts of climate change on the Italian peninsula as well as the whole Central Mediterranean area. It intends to promote a discussion on climate change\xe2\x80\x99s impact on coastal and mountain zones and the related challenges from the perspective of physical geography. We are looking for research on: the analysis of extreme events; the forecasting and application of observation and forecasting methods; empirical studies; case studies; and modeling and projection studies for the near and far future.\r Dr. Delle Rose Marco\rDr. Maria Teresa Caccamo\rGuest Editors\n\t'","b'<div align=""left"" class=""cfp"">\n<table align=""center"" cellpadding=""0"" cellspacing=""0px"" width=""100%"">\n<tr valign=""top"">\n<td>\n<table align=""center"" cellpadding=""4"" cellspacing=""3"" width=""100%"">\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=156227"">Media and Climate Change 2022</a>\xc2\xa0\xc2\xa0\nSpecial Issue - Media and Climate Change\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=165184"">A&amp;WMA Climate Change 2022</a>\xc2\xa0\xc2\xa0\nClimate Change 2022: Commitments to Actions\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=158828"">Living with Climate Change 2022</a>\xc2\xa0\xc2\xa0\nLiving with Climate Change: Perspectives from the Humanities and Beyond, September 29-30, 2022\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=163992"">CCES 2022</a>\xc2\xa0\xc2\xa0\nClimate Change and Environmental Sustainability \n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=161626"">EOW Apocalyptica  2022</a>\xc2\xa0\xc2\xa0\nThinking with the End(s) of Worlds EXTENSION\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=149410"">TDM-IIA-Climate 2022</a>\xc2\xa0\xc2\xa0\nTDM Law Journal Call for Papers: International Investment Arbitration - Environmental Protection and Climate Change Issues \n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=154418"">IRTI Conference 2022</a>\xc2\xa0\xc2\xa0\nIRTI Conference 2022 Theology Facing Climate Change\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=153049"">Pathways 2022</a>\xc2\xa0\xc2\xa0\nPathways Conference: Life Without Salmon?\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=149945"">A&amp;WMA ACE  2022</a>\xc2\xa0\xc2\xa0\nScience &amp; Sustainable Global Communities: Air &amp; Waste Management Association\'s 115th Annual Conference &amp; Exhibition\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=150316"">CEISAL 2022</a>\xc2\xa0\xc2\xa0\nSymposium \'Cultural consequences of climate change in modern Latin America\'\n</td></tr>\n</table>\n</td>\n</tr>\n</table>\n</div>'"
b'http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=163427',b'CCACF 2022',b'CFP for Special Issue Climate Change Adaptation Costs and Finance',b'https://www.mdpi.com/journal/climate/special_issues/ClimateChangeAdaptation_Finance',,,,"b'Oct 31, 2022'",,,,"b'\nDear Colleagues,\r Climate change and the associated increase in the frequency and magnitude of extreme events constitute the hardest and longest-standing challenge to human wellbeing faced by societies across the globe. Adapting to climate change means mitigating natural hazards through multiple material and intangible investments, which bear a significant cost and require dealing with unique uncertainties. Scientific knowledge about the costs of adaptation and about the financing of actions to support adaptation is today extremely limited at any scale, significantly reducing our capability to support stakeholders making these crucial decisions. This Special Issue thus aims at supporting climate policies by outlining the scientific state of the art on adaptation costs and adaptation funding mechanisms.\r In this Special Issue, original research articles and reviews are welcome. Research areas may include (but are not limited to) the following:\r     Assessments of adaptation costs in specific industries;\r    Case studies of adaptation actions, costs, and funding strategies in local communities;\r    Cost function analyses of adaptation actions;\r    Cost of nature-based investments in adaptation;\r    Ecosystem services appropriation for adaptation;\r    Urban vs. rural adaptation costs;\r    Evaluations of UN adaptation fund tools and results;\r    Cost/benefit analyses of climate finance tools;\r    Bottlenecks and credit crunching for adaptation;\r    Financial costs of adaptation;\r    Market failures and missing markets in climate finance;\r    Public vs. private funding mechanisms for adaptation;\r    Mechanism design in climate finance;\r    Systems science and complexity science approaches to adaptation;\r    Methodologies and reviews for all of the above.\r I look forward to receiving your contributions.\r Dr. Riccardo Boero\rGuest Editor\n\t'","b'<div align=""left"" class=""cfp"">\n<table align=""center"" cellpadding=""0"" cellspacing=""0px"" width=""100%"">\n<tr valign=""top"">\n<td>\n<table align=""center"" cellpadding=""4"" cellspacing=""3"" width=""100%"">\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=165184"">A&amp;WMA Climate Change 2022</a>\xc2\xa0\xc2\xa0\nClimate Change 2022: Commitments to Actions\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=156227"">Media and Climate Change 2022</a>\xc2\xa0\xc2\xa0\nSpecial Issue - Media and Climate Change\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=154464"">CFP: Decentralized Finance (DeFi) 2022</a>\xc2\xa0\xc2\xa0\nCall for Papers: Special Issue on Decentralized Finance\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=158828"">Living with Climate Change 2022</a>\xc2\xa0\xc2\xa0\nLiving with Climate Change: Perspectives from the Humanities and Beyond, September 29-30, 2022\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=163992"">CCES 2022</a>\xc2\xa0\xc2\xa0\nClimate Change and Environmental Sustainability \n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=161626"">EOW Apocalyptica  2022</a>\xc2\xa0\xc2\xa0\nThinking with the End(s) of Worlds EXTENSION\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=149410"">TDM-IIA-Climate 2022</a>\xc2\xa0\xc2\xa0\nTDM Law Journal Call for Papers: International Investment Arbitration - Environmental Protection and Climate Change Issues \n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=154418"">IRTI Conference 2022</a>\xc2\xa0\xc2\xa0\nIRTI Conference 2022 Theology Facing Climate Change\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=58503"">ICEFS 2022</a>\xc2\xa0\xc2\xa0\n\xe3\x80\x90WOS\xe3\x80\x91\xe3\x80\x90Scopus\xe3\x80\x912022 10th International Conference on Economics, Finance and Statistics\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=153049"">Pathways 2022</a>\xc2\xa0\xc2\xa0\nPathways Conference: Life Without Salmon?\n</td></tr>\n</table>\n</td>\n</tr>\n</table>\n</div>'"
b'http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=163428',b'RCCIA 2023',b'CFP for Special Issue Recent Climate Change Impacts in Australia',b'https://www.mdpi.com/journal/climate/special_issues/climate_Australia',,,,"b'Mar 15, 2023'",,,,"b'\nDear Colleagues,\r The main threats of climate change in Australia, as elsewhere, resulting from the increase in temperature of the Earth\xe2\x80\x99s atmosphere and oceans, include ecosystem collapse, more frequent severe weather, longer and more frequent droughts, and rising sea levels. The increasing temperatures at the poles are amplified by warmer oceans causing ice melt and rising sea levels, leading to lower oxygen in ocean habitats and killing coral reefs. The extreme coral bleaching event of 2016 resulted in a loss of approximately one-third of shallow-water coral cover in Australia\xe2\x80\x99s Great Barrier Reef. The combination of warming atmosphere and oceans is altering rainfall patterns, affecting the sustainability of a wide range of ecosystems. Dry rivers and streams in southeast Australia during a recent drought resulted in mass fish deaths in southeast Australia, and further fish deaths occurred in recent river surges from flooding rains that mixed with toxic water caused by algal blooms.\r In summary, global warming is already leading to dramatic changes in the Australian climate, with impacts on ecosystems and most aspects of human health, economic activity and wellbeing.\r This Special Issue welcomes all studies related to climate change impacts in Australia.\r Dr. Milton S. Speer\rProf. Dr. Lance Leslie\rGuest Editors\n\t'","b'<div align=""left"" class=""cfp"">\n<table align=""center"" cellpadding=""0"" cellspacing=""0px"" width=""100%"">\n<tr valign=""top"">\n<td>\n<table align=""center"" cellpadding=""4"" cellspacing=""3"" width=""100%"">\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=156227"">Media and Climate Change 2022</a>\xc2\xa0\xc2\xa0\nSpecial Issue - Media and Climate Change\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=165184"">A&amp;WMA Climate Change 2022</a>\xc2\xa0\xc2\xa0\nClimate Change 2022: Commitments to Actions\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=158828"">Living with Climate Change 2022</a>\xc2\xa0\xc2\xa0\nLiving with Climate Change: Perspectives from the Humanities and Beyond, September 29-30, 2022\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=163035"">NCIRTTM 2022</a>\xc2\xa0\xc2\xa0\nCFP: Narrative Complexity in Recent Time-Travel Media \n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=163992"">CCES 2022</a>\xc2\xa0\xc2\xa0\nClimate Change and Environmental Sustainability \n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=161626"">EOW Apocalyptica  2022</a>\xc2\xa0\xc2\xa0\nThinking with the End(s) of Worlds EXTENSION\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=149410"">TDM-IIA-Climate 2022</a>\xc2\xa0\xc2\xa0\nTDM Law Journal Call for Papers: International Investment Arbitration - Environmental Protection and Climate Change Issues \n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=154418"">IRTI Conference 2022</a>\xc2\xa0\xc2\xa0\nIRTI Conference 2022 Theology Facing Climate Change\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=152256"">IJCNN 2023</a>\xc2\xa0\xc2\xa0\nInternational Joint Conference on Neural Networks\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=155978"">IEEE ICA 2022</a>\xc2\xa0\xc2\xa0\nThe 6th IEEE International Conference on Agents\n</td></tr>\n</table>\n</td>\n</tr>\n</table>\n</div>'"
b'http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=163429',b'ACMIP6MEP 2023',b'CFP for Special Issue Application of CMIP6 Models in Extreme Precipitation',b'https://www.mdpi.com/journal/climate/special_issues/CMIP6_Extreme_Precipitation',,,,"b'Apr 15, 2023'",,,,"b'\nDear Colleagues,\r Recently, evaluation of the potential future vulnerability and impact of climate change on water resources have been widely studied on the regional and global scale using the most recent CMIP6 climate data simulations. Studies on climate change impacts on extreme climate such as flood and drought are able to adapt and reduce their potential damages. The Intergovernmental Panel on Climate Change (IPCC) recently released a new climate simulation from The Coupled Model Intercomparison Project Phase 6 (CMIP6), which is an updated version of the general circulation model (GCM). This new CMIP6 GCM is expected to be an improvement of the projection of future climate. The CMIP6 has designed new scenarios called shared socioeconomic pathways (SSP) to include socioeconomic factors such as the growth of population, economics, urbanization, and other factors into climate simulation. This Special Issue aims to collect original studies and reviews as outcomes from CMIP6 climate datasets on water resources and extreme climate.\r Dr. Oeurng Chantha\rDr. Try Sophal\rDr. Sok Ty\rGuest Editors\n\t'","b'<div align=""left"" class=""cfp"">\n<table align=""center"" cellpadding=""0"" cellspacing=""0px"" width=""100%"">\n<tr valign=""top"">\n<td>\n<table align=""center"" cellpadding=""4"" cellspacing=""3"" width=""100%"">\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=157175"">DFM 2022</a>\xc2\xa0\xc2\xa0\nInternational Workshop on Data-Flow Models for extreme-scale computing\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=155283"">MODELS 2022</a>\xc2\xa0\xc2\xa0\nMODELS 2022 : ACM/IEEE 25th International Conference on Model Driven Engineering Languages and Systems\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=154684"">ADMA 2022</a>\xc2\xa0\xc2\xa0\n18th International Conference on Advanced Data Mining and Applications\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=158575"">PRICAI 2022</a>\xc2\xa0\xc2\xa0\nThe Pacific Rim International Conference on Artificial Intelligence\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=158794"">SI PMABD 2023</a>\xc2\xa0\xc2\xa0\nSpecial Issue on Programming Models and Algorithms for Big Data\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=161209"">SI CFP IEEE OJ-COMS 2022</a>\xc2\xa0\xc2\xa0\nIntelligent Communication and Perceptual of Smart City Towards 6G: Emerging Trends and Challenges\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=159450"">ACITY 2022</a>\xc2\xa0\xc2\xa0\n12th International Conference on Advances in Computing and Information Technology\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=133735"">ISEM 2023</a>\xc2\xa0\xc2\xa0\nThe International Society for Ecological Modelling Global Conference 2022: Ecological Models for Tomorrow\xe2\x80\x99s Solutions\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=159350"">ICIAE 2023</a>\xc2\xa0\xc2\xa0\n The 11th IIAE International Conference on Industrial Application Engineering 2023\n</td></tr>\n<tr><td>\n<a href=""/cfp/servlet/event.showcfp?eventid=153586"">CFP IJFMA Vol 8 No 1 2023</a>\xc2\xa0\xc2\xa0\nNEW DEADLINE !! CFP IJFMA Vol. 8 No. 1 Interaction, Challenge, and Learning: Innovations in Gaming for Serious Purposes\n</td></tr>\n</table>\n</td>\n</tr>\n</table>\n</div>'"
